Cell_Type,Pathway,t_stat,p_val,adj_p_val
Mast cells,HALLMARK_KRAS_SIGNALING_UP,1.4314243592100024,0.15261890444255033,0.24816082023178915
Mast cells,HALLMARK_MITOTIC_SPINDLE,-1.1087843392346908,0.26778796261490945,0.3853064210286467
Mast cells,HALLMARK_MTORC1_SIGNALING,-2.122335943087602,0.03405310284042297,0.06776736883666264
Mast cells,HALLMARK_MYC_TARGETS_V1,-1.9148481556988293,0.055794953224823814,0.10428963219593236
Mast cells,HALLMARK_MYC_TARGETS_V2,0.26023594549596657,0.7947349789372405,0.8477173108663899
Mast cells,HALLMARK_MYOGENESIS,-1.5191537392078431,0.12903769111706898,0.21963862317798974
Mast cells,HALLMARK_NOTCH_SIGNALING,1.0704658245551066,0.28466618657957593,0.40812356498863933
Mast cells,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-1.2994026260870013,0.19410319083448938,0.30210613359453603
Mast cells,HALLMARK_P53_PATHWAY,-0.7551073466588465,0.45036114239981206,0.5767682287990877
Mast cells,HALLMARK_PANCREAS_BETA_CELLS,-2.196433624269254,0.02828826203329901,0.05773114700673267
Mast cells,HALLMARK_PEROXISOME,2.247460462945749,0.024826428698630495,0.051188512780681435
Mast cells,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1.03724852529931,0.2998690493187184,0.42685985668144966
Mast cells,HALLMARK_PROTEIN_SECRETION,-1.2096769799510199,0.22668676879502223,0.3434648012045791
Mast cells,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.9635243639999087,0.3355157593762097,0.45961062928247903
Mast cells,HALLMARK_SPERMATOGENESIS,-1.4375681853696072,0.1508672703770024,0.24631391081959575
Mast cells,HALLMARK_TGF_BETA_SIGNALING,-3.392853795780808,0.0007186117472387504,0.002098136488288322
Mast cells,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-5.020633191451793,6.088217717495321e-07,2.4111753336615133e-06
Mast cells,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-2.9187590184494203,0.003592473700154937,0.00903766968592437
Mast cells,HALLMARK_UV_RESPONSE_DN,0.5817081172345621,0.5608934952507464,0.6617557302297328
Mast cells,HALLMARK_UV_RESPONSE_UP,3.462442593488393,0.0005577955483903999,0.0016527275507863697
Mast cells,HALLMARK_WNT_BETA_CATENIN_SIGNALING,2.3867167756384577,0.01718337295355956,0.03675587797552847
Mast cells,HALLMARK_XENOBIOTIC_METABOLISM,-0.5830055596729875,0.560020088796495,0.6617557302297328
DC,HALLMARK_ADIPOGENESIS,-0.15463535665556674,0.8771583203837915,0.9126652081207474
DC,HALLMARK_ALLOGRAFT_REJECTION,-0.5319011235204691,0.5949819891574892,0.6938565471224364
DC,HALLMARK_ANDROGEN_RESPONSE,1.1722069346477468,0.24155705929002835,0.35786231005930125
DC,HALLMARK_ANGIOGENESIS,0.2529275278407664,0.8004067224942961,0.8514965132918044
DC,HALLMARK_APICAL_JUNCTION,-2.6355073641685416,0.008607949803799983,0.01978839035356318
DC,HALLMARK_APICAL_SURFACE,-1.92949990964172,0.054117561420218535,0.10162922332435406
DC,HALLMARK_APOPTOSIS,-2.8798587663932644,0.004113680877456107,0.010220325161381631
DC,HALLMARK_BILE_ACID_METABOLISM,-0.5906289683547464,0.5549808618843485,0.6587309933345382
DC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-3.050424555168182,0.002381177891473347,0.0062662576091403865
DC,HALLMARK_COAGULATION,-2.9112402358186715,0.0037272251424050715,0.009318062856012678
DC,HALLMARK_COMPLEMENT,2.7683682992648104,0.005799446850276337,0.013726501420772396
DC,HALLMARK_DNA_REPAIR,-1.3067337650678643,0.19177994302891788,0.29965616098268416
DC,HALLMARK_E2F_TARGETS,0.3823554504878936,0.7023266801803436,0.7778403027693502
DC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-5.4713277196767915,6.451365731756274e-08,2.867273658558344e-07
DC,HALLMARK_ESTROGEN_RESPONSE_EARLY,3.8075158137152503,0.00015409134490580414,0.0004815354528306379
DC,HALLMARK_ESTROGEN_RESPONSE_LATE,2.703978358259985,0.0070364693612706974,0.01645957745326479
DC,HALLMARK_FATTY_ACID_METABOLISM,-4.326105009092822,1.7644687655238174e-05,6.245907134597585e-05
DC,HALLMARK_G2M_CHECKPOINT,-1.5078509331787104,0.13209396483990868,0.22388807599984523
DC,HALLMARK_GLYCOLYSIS,4.781679006833509,2.166358682721711e-06,8.098537131669947e-06
DC,HALLMARK_HEDGEHOG_SIGNALING,-1.794560697972105,0.07320301345180563,0.1337041341585491
DC,HALLMARK_HEME_METABOLISM,3.134964173596984,0.0017986951282651794,0.004927931858260765
DC,HALLMARK_HYPOXIA,0.3179280998053526,0.750644829438512,0.8137071321826688
DC,HALLMARK_IL2_STAT5_SIGNALING,-1.625467732881426,0.10456304124456803,0.18305312898914103
DC,HALLMARK_IL6_JAK_STAT3_SIGNALING,2.5187042075374153,0.012025267035573457,0.026700430533027945
DC,HALLMARK_INFLAMMATORY_RESPONSE,2.656332768163816,0.008099593947731293,0.018727384850245766
DC,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.0132190752499362,0.3113444988937199,0.43641644903219096
DC,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.9460808820820626,0.3444700488086143,0.4702662782370161
DC,HALLMARK_KRAS_SIGNALING_DN,-5.777832648447335,1.1899481529737577e-08,5.666419776065513e-08
DC,HALLMARK_KRAS_SIGNALING_UP,-0.02528918544607717,0.9798323079875818,0.9872365823552461
DC,HALLMARK_MITOTIC_SPINDLE,-0.37252385564098606,0.7096281391377808,0.7798111419096492
DC,HALLMARK_MTORC1_SIGNALING,-6.343161955726472,4.2986563452325753e-10,2.3881424140180974e-09
DC,HALLMARK_MYC_TARGETS_V1,-5.840319242969315,8.350393893316866e-09,4.073362874788715e-08
DC,HALLMARK_MYC_TARGETS_V2,3.3928887187320016,0.0007349364712649761,0.002130250641347757
DC,HALLMARK_MYOGENESIS,-2.630728327779353,0.008728566910618052,0.01995101008141269
DC,HALLMARK_NOTCH_SIGNALING,3.969336623118643,8.037199173945077e-05,0.00025719037356624247
DC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-6.133479173444209,1.5185998648070537e-09,7.787691614395147e-09
DC,HALLMARK_P53_PATHWAY,-2.822045478614213,0.004922339405914008,0.011932944014336989
DC,HALLMARK_PANCREAS_BETA_CELLS,-2.5169526085967666,0.012084602218843235,0.026700430533027945
DC,HALLMARK_PEROXISOME,3.707268631800729,0.00022796320539179998,0.0006856036252384961
DC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.2270314845626333,0.22026909414322632,0.33757715577505953
DC,HALLMARK_PROTEIN_SECRETION,-2.872166167493847,0.004213815128003665,0.010404481797539913
DC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.3421174687440417,0.7323765887581579,0.7982306144503084
DC,HALLMARK_SPERMATOGENESIS,-3.7346642904765854,0.00020500562957525935,0.0006259713880160591
DC,HALLMARK_TGF_BETA_SIGNALING,-2.1436877686611373,0.03244007990349239,0.06488015980698478
DC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-8.200166532200214,1.3491653373067398e-15,1.10135945902591e-14
DC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-5.436973734386525,7.75908769647808e-08,3.373516389773078e-07
DC,HALLMARK_UV_RESPONSE_DN,2.062642214334911,0.03955596795853378,0.07756072148732113
DC,HALLMARK_UV_RESPONSE_UP,-0.10115035245147538,0.9194632899529485,0.9382278468907638
DC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,5.307790912656313,1.5394962637530062e-07,6.348438201043325e-07
DC,HALLMARK_XENOBIOTIC_METABOLISM,-1.5492857597495802,0.12181521489281957,0.20823113656892236
pDC,HALLMARK_ADIPOGENESIS,-1.3360009511281803,0.18232009819214545,0.28599231088963994
pDC,HALLMARK_ALLOGRAFT_REJECTION,-1.5510878421010548,0.12168348278852172,0.20823113656892236
pDC,HALLMARK_ANDROGEN_RESPONSE,0.8484147297710892,0.3967221810125636,0.5289629080167515
pDC,HALLMARK_ANGIOGENESIS,-0.19813398958669484,0.8430424199175215,0.8804620573551138
pDC,HALLMARK_APICAL_JUNCTION,-2.3749009202929936,0.018031646211886906,0.038162214205051656
pDC,HALLMARK_APICAL_SURFACE,-0.230237654930857,0.8180265950438168,0.8679327268369409
pDC,HALLMARK_APOPTOSIS,-0.8730100185012328,0.3831893553495598,0.5145943898678517
pDC,HALLMARK_BILE_ACID_METABOLISM,-3.0885721606152865,0.002153702876592813,0.005705173183027319
pDC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.5381673697162376,0.5907653809587132,0.6909536619400155
pDC,HALLMARK_COAGULATION,-0.04888187188468598,0.9610382048652024,0.9707456614800024
pDC,HALLMARK_COMPLEMENT,-0.6078597106825661,0.5436307282421402,0.6510547643618446
pDC,HALLMARK_DNA_REPAIR,0.9312834984861227,0.3522772125242434,0.4776640169820249
pDC,HALLMARK_E2F_TARGETS,2.3760242782311507,0.017977637590681286,0.038162214205051656
pDC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.7282230160740134,0.46690964907599053,0.5910248722480893
pDC,HALLMARK_ESTROGEN_RESPONSE_EARLY,-1.4201353828833256,0.1563590595278306,0.252192031496501
pDC,HALLMARK_ESTROGEN_RESPONSE_LATE,-2.5433522144257137,0.011360808177819155,0.025387280844288613
pDC,HALLMARK_FATTY_ACID_METABOLISM,-1.4415730044254662,0.1502171922609629,0.2462576922310867
pDC,HALLMARK_G2M_CHECKPOINT,2.2134716857079866,0.027437386320603743,0.05628181809354614
pDC,HALLMARK_GLYCOLYSIS,-0.7678973414723232,0.4430081410175961,0.573473321705626
pDC,HALLMARK_HEDGEHOG_SIGNALING,-2.1035840508088968,0.03604814653921057,0.07138246839447637
pDC,HALLMARK_HEME_METABOLISM,-1.1102710350855065,0.2675593834904246,0.3853064210286467
pDC,HALLMARK_HYPOXIA,-1.1999579317452274,0.23087671150660807,0.34588271386757763
pDC,HALLMARK_IL2_STAT5_SIGNALING,0.6864003727169592,0.49286441045803775,0.6084745808123923
pDC,HALLMARK_IL6_JAK_STAT3_SIGNALING,1.134848307583923,0.25712880565662677,0.3753705192067544
pDC,HALLMARK_INFLAMMATORY_RESPONSE,1.9681901050620756,0.049746938059153395,0.09386214728142149
pDC,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.9323414868125949,0.35173103806603867,0.4776640169820249
pDC,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.6538906990504483,0.513563680263693,0.6236186573383506
pDC,HALLMARK_KRAS_SIGNALING_DN,0.3547494984649916,0.7229670689172693,0.7922926782655005
pDC,HALLMARK_KRAS_SIGNALING_UP,-3.2255311430685847,0.0013623622668468194,0.0038376401883009
pDC,HALLMARK_MITOTIC_SPINDLE,0.7684319832593003,0.4426909179970864,0.573473321705626
pDC,HALLMARK_MTORC1_SIGNALING,1.2968111879886162,0.1954550923307361,0.30303115090036603
pDC,HALLMARK_MYC_TARGETS_V1,-0.10650735252971374,0.9152340296540884,0.9363007976000904
pDC,HALLMARK_MYC_TARGETS_V2,0.22356595848639002,0.8232109253327828,0.8711226723098232
pDC,HALLMARK_MYOGENESIS,-0.8217612804497838,0.41170976138141513,0.5410534094223065
pDC,HALLMARK_NOTCH_SIGNALING,-0.20734902191195884,0.8358444165147852,0.8775269464722155
pDC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6471436847797607,0.5179158026029583,0.6258801239914904
pDC,HALLMARK_P53_PATHWAY,0.6912613400805411,0.4898084068096752,0.6080747209717684
pDC,HALLMARK_PANCREAS_BETA_CELLS,-0.8373593636024566,0.4028982280515381,0.533523152057084
pDC,HALLMARK_PEROXISOME,-0.6326938110269771,0.5273006237822659,0.6353019563641759
pDC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.42867026789506135,0.6683974654331779,0.7537489375006788
pDC,HALLMARK_PROTEIN_SECRETION,0.5939045681615106,0.5529167668231458,0.6582342462180307
pDC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.6688055080840214,0.5040112132990516,0.6159839782428477
pDC,HALLMARK_SPERMATOGENESIS,-0.6043596657735435,0.5459523935303294,0.6518834549615874
pDC,HALLMARK_TGF_BETA_SIGNALING,0.6746361899678375,0.5003025939240149,0.6138682134036992
pDC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.3802759925227177,0.703945474006262,0.7778403027693502
pDC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.7405851648284317,0.4593861130669389,0.5842473577372663
pDC,HALLMARK_UV_RESPONSE_DN,-0.1168150380409904,0.9070661471482997,0.9327158325432388
pDC,HALLMARK_UV_RESPONSE_UP,-0.6182197979301987,0.5367876614213396,0.6447899836892969
pDC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.1463460940187873,0.2523476959277739,0.3697402138135881
pDC,HALLMARK_XENOBIOTIC_METABOLISM,-0.6893316577341398,0.49102033718470295,0.6080747209717684
B cells,HALLMARK_ADIPOGENESIS,1.5722757334691577,0.11597156922607393,0.19995098142426543
B cells,HALLMARK_ALLOGRAFT_REJECTION,-1.003041306995158,0.3159061004182205,0.438758472803084
